date,year,uv,buyer,gmv,orders,cr,day_of_week,weekday,day_type,day_binary,campaign_info,campaign_type
2022-10-12,2022,194402,8585,121134,10411,0.044,2,1,Weekday,10,non campaign,non-campaign
2022-10-13,2022,195770,7998,117694,9773,0.041,3,1,Weekday,11,non campaign,non-campaign
2022-10-14,2022,192302,7396,105581,9057,0.038,4,1,Weekday,100,non campaign,non-campaign
2022-10-15,2022,189583,7152,108016,8778,0.038,5,0,Weekend,101,non campaign,non-campaign
2022-10-16,2022,194873,8559,125069,10422,0.044,6,0,Weekend,110,non campaign,non-campaign
2022-10-17,2022,180930,7803,117341,9538,0.043,0,1,Weekday,0,non campaign,non-campaign
2022-10-18,2022,203034,8428,122970,10272,0.042,1,1,Weekday,1,non campaign,non-campaign
2022-10-19,2022,189088,8543,125523,10422,0.045,2,1,Weekday,10,non campaign,non-campaign
2022-10-20,2022,187668,7804,109668,9467,0.042,3,1,Weekday,11,non campaign,non-campaign
2022-10-21,2022,186370,6786,101292,8245,0.036,4,1,Weekday,100,non campaign,non-campaign
2022-10-22,2022,179348,5865,82492,6991,0.033,5,0,Weekend,101,non campaign,non-campaign
2022-10-28,2022,179190,5833,98207,7151,0.033,4,1,Weekday,100,non campaign,non-campaign
2022-10-29,2022,193823,6449,93214,7804,0.033,5,0,Weekend,101,11.11 discovery'22,mini
2022-10-30,2022,198265,6931,98275,8338,0.035,6,0,Weekend,110,11.11 discovery'22,mini
2022-10-31,2022,206241,6990,99470,8440,0.034,0,1,Weekday,0,11.11 discovery'22,mini
2022-11-01,2022,227168,8028,116339,9690,0.035,1,1,Weekday,1,11.11 teasing'22,teasing
2022-11-02,2022,218445,7939,117863,9681,0.036,2,1,Weekday,10,11.11 teasing'22,teasing
2022-11-03,2022,222252,7442,102067,9004,0.033,3,1,Weekday,11,11.11 teasing'22,teasing
2022-11-04,2022,215471,6953,99961,8523,0.032,4,1,Weekday,100,11.11 teasing'22,teasing
2022-11-05,2022,221837,6792,94345,8198,0.031,5,0,Weekend,101,11.11 teasing'22,teasing
2022-11-06,2022,219547,7418,105717,8865,0.034,6,0,Weekend,110,11.11 teasing'22,teasing
2022-11-07,2022,221324,7260,103003,8708,0.033,0,1,Weekday,0,11.11 teasing'22,teasing
2022-11-08,2022,234435,7659,104538,9303,0.033,1,1,Weekday,1,11.11 teasing'22,teasing
2022-11-09,2022,236802,7286,97452,8675,0.031,2,1,Weekday,10,11.11 teasing'22,teasing
2022-11-10,2022,286385,7069,94011,8520,0.025,3,1,Weekday,11,11.11 teasing'22,teasing
2022-11-19,2022,239027,12621,291512,15856,0.053,5,0,Weekend,101,11.11 d9 '22,mini
2022-11-20,2022,194696,5103,63753,6203,0.026,6,0,Weekend,110,election '22,mini
2022-11-21,2022,188904,5815,74445,6984,0.031,0,1,Weekday,0,election '22,mini
2022-11-22,2022,185054,6719,156799,7986,0.036,1,1,Weekday,1,non campaign,non-campaign
2022-11-23,2022,184424,6890,111555,8190,0.037,2,1,Weekday,10,non campaign,non-campaign
2022-11-24,2022,205357,6460,97763,7723,0.031,3,1,Weekday,11,non campaign,non-campaign
2022-11-25,2022,179823,6170,92301,7365,0.034,4,1,Weekday,100,non campaign,non-campaign
2022-11-26,2022,182449,6237,88352,7511,0.034,5,0,Weekend,101,non campaign,non-campaign
2022-11-27,2022,174093,6299,87419,7574,0.036,6,0,Weekend,110,non campaign,non-campaign
2022-11-28,2022,174651,6104,89994,7314,0.035,0,1,Weekday,0,non campaign,non-campaign
2022-11-29,2022,171847,6930,102133,8364,0.04,1,1,Weekday,1,non campaign,non-campaign
2022-11-30,2022,178569,7125,103317,8430,0.04,2,1,Weekday,10,non campaign,non-campaign
2022-12-01,2022,177592,6314,89149,7700,0.036,3,1,Weekday,11,non campaign,non-campaign
2022-12-02,2022,168013,5867,87492,7067,0.035,4,1,Weekday,100,non campaign,non-campaign
2022-12-03,2022,191379,5961,86436,7137,0.031,5,0,Weekend,101,non campaign,non-campaign
2022-12-04,2022,167801,6478,94829,7779,0.039,6,0,Weekend,110,non campaign,non-campaign
2022-12-19,2022,163885,6491,106093,7864,0.04,0,1,Weekday,0,non campaign,non-campaign
2022-12-20,2022,182430,7220,103105,8626,0.04,1,1,Weekday,1,non campaign,non-campaign
2022-12-21,2022,174577,7566,119246,8910,0.043,2,1,Weekday,10,non campaign,non-campaign
2022-12-22,2022,172469,7081,109037,8528,0.041,3,1,Weekday,11,non campaign,non-campaign
2022-12-23,2022,168012,6367,93532,7742,0.038,4,1,Weekday,100,non campaign,non-campaign
2022-12-24,2022,165536,6473,89585,7788,0.039,5,0,Weekend,101,non campaign,non-campaign
2022-12-25,2022,170216,6677,99676,7939,0.039,6,0,Weekend,110,christmas,mini
2022-12-26,2022,170359,6881,99682,8170,0.04,0,1,Weekday,0,non campaign,non-campaign
2022-12-27,2022,170878,7238,112963,8753,0.042,1,1,Weekday,1,non campaign,non-campaign
2022-12-28,2022,182689,8034,127969,9606,0.044,2,1,Weekday,10,non campaign,non-campaign
2022-12-29,2022,181269,7431,117887,8852,0.041,3,1,Weekday,11,non campaign,non-campaign
2022-12-30,2022,186682,6779,112601,8168,0.036,4,1,Weekday,100,non campaign,non-campaign
2022-12-31,2022,184315,6270,100632,7458,0.034,5,0,Weekend,101,non campaign,non-campaign
2023-01-01,2023,179474,6611,95563,7878,0.037,6,0,Weekend,110,non campaign,non-campaign
2023-01-02,2023,186513,7646,111087,9221,0.041,0,1,Weekday,0,non campaign,non-campaign
2023-01-03,2023,190951,7471,110321,9028,0.039,1,1,Weekday,1,non campaign,non-campaign
2023-01-04,2023,189590,8179,124606,9768,0.043,2,1,Weekday,10,non campaign,non-campaign
2023-01-05,2023,185580,7395,103749,8842,0.04,3,1,Weekday,11,non campaign,non-campaign
2023-01-06,2023,185652,6878,94918,8247,0.037,4,1,Weekday,100,non campaign,non-campaign
2023-01-07,2023,182596,6883,93999,8283,0.038,5,0,Weekend,101,non campaign,non-campaign
2023-01-08,2023,186344,7395,105060,8790,0.04,6,0,Weekend,110,non campaign,non-campaign
2023-01-09,2023,183086,7182,103063,8694,0.039,0,1,Weekday,0,non campaign,non-campaign
2023-01-10,2023,177963,7122,101498,8665,0.04,1,1,Weekday,1,non campaign,non-campaign
2023-01-11,2023,195427,7829,113007,9312,0.04,2,1,Weekday,10,non campaign,non-campaign
2023-01-12,2023,179945,6975,101270,8334,0.039,3,1,Weekday,11,non campaign,non-campaign
2023-01-13,2023,176960,6258,92642,7604,0.035,4,1,Weekday,100,non campaign,non-campaign
2023-01-14,2023,181223,5753,76305,6901,0.032,5,0,Weekend,101,non campaign,non-campaign
2023-01-15,2023,173079,5531,73316,6659,0.032,6,0,Weekend,110,non campaign,non-campaign
2023-01-23,2023,166495,6355,94578,7628,0.038,0,1,Weekday,0,non campaign,non-campaign
2023-01-24,2023,169178,6411,89074,7690,0.038,1,1,Weekday,1,non campaign,non-campaign
2023-01-25,2023,165655,6600,106891,7911,0.04,2,1,Weekday,10,non campaign,non-campaign
2023-01-26,2023,159679,5853,85318,7003,0.037,3,1,Weekday,11,non campaign,non-campaign
2023-01-27,2023,161973,5865,85622,6923,0.036,4,1,Weekday,100,non campaign,non-campaign
2023-01-28,2023,168799,5891,91014,6944,0.035,5,0,Weekend,101,non campaign,non-campaign
2023-01-29,2023,169498,6362,99032,7479,0.038,6,0,Weekend,110,non campaign,non-campaign
2023-01-30,2023,174006,6934,99960,8296,0.04,0,1,Weekday,0,non campaign,non-campaign
2023-01-31,2023,179612,7181,101565,8533,0.04,1,1,Weekday,1,non campaign,non-campaign
2023-02-01,2023,170643,7271,96491,8738,0.043,2,1,Weekday,10,non campaign,non-campaign
2023-02-02,2023,176001,6459,88117,7713,0.037,3,1,Weekday,11,valentines'23 teasing,teasing
2023-02-03,2023,176058,5897,83698,7012,0.033,4,1,Weekday,100,valentines'23 teasing,teasing
2023-02-04,2023,181004,6020,81735,7174,0.033,5,0,Weekend,101,valentines'23 teasing,teasing
2023-02-15,2023,170808,6879,127980,8189,0.04,2,1,Weekday,10,post cp,mini
2023-02-16,2023,170018,6706,97894,8111,0.039,3,1,Weekday,11,post cp,mini
2023-02-17,2023,168194,6310,90251,7566,0.038,4,1,Weekday,100,non campaign,non-campaign
2023-02-18,2023,164044,5909,86381,7044,0.036,5,0,Weekend,101,non campaign,non-campaign
2023-02-19,2023,176311,6606,94284,7840,0.037,6,0,Weekend,110,non campaign,non-campaign
2023-02-20,2023,165083,6581,94309,7858,0.04,0,1,Weekday,0,non campaign,non-campaign
2023-02-21,2023,166843,6741,93542,8048,0.04,1,1,Weekday,1,non campaign,non-campaign
2023-02-22,2023,164821,6652,89806,7983,0.04,2,1,Weekday,10,non campaign,non-campaign
2023-02-23,2023,162536,6835,96305,8154,0.042,3,1,Weekday,11,non campaign,non-campaign
2023-02-24,2023,158702,6086,84136,7288,0.038,4,1,Weekday,100,non campaign,non-campaign
2023-02-25,2023,156638,6474,89994,7718,0.041,5,0,Weekend,101,non campaign,non-campaign
2023-02-26,2023,167793,6781,89271,8137,0.04,6,0,Weekend,110,non campaign,non-campaign
2023-02-27,2023,164589,7101,96060,8673,0.043,0,1,Weekday,0,non campaign,non-campaign
2023-02-28,2023,166740,7367,90017,9183,0.044,1,1,Weekday,1,non campaign,non-campaign
2023-03-01,2023,168686,6756,84584,8088,0.04,2,1,Weekday,10,non campaign,non-campaign
2023-03-02,2023,170306,7202,113555,8651,0.042,3,1,Weekday,11,non campaign,non-campaign
2023-03-03,2023,165270,6365,87395,7602,0.039,4,1,Weekday,100,non campaign,non-campaign
2023-03-04,2023,175652,6028,82278,7194,0.034,5,0,Weekend,101,non campaign,non-campaign
2023-03-05,2023,175136,5806,81217,6868,0.033,6,0,Weekend,110,non campaign,non-campaign
2023-03-06,2023,172081,6264,94095,7537,0.036,0,1,Weekday,0,holi,mini
2023-03-07,2023,170511,6736,106299,8007,0.04,1,1,Weekday,1,holi,mini
2023-03-08,2023,183105,7419,129285,8929,0.041,2,1,Weekday,10,women's day,mini
2023-03-09,2023,170492,6954,104489,8289,0.041,3,1,Weekday,11,aaja ko nari cp,mini
2023-03-10,2023,195345,7116,113901,8471,0.036,4,1,Weekday,100,aaja ko nari cp,mini
2023-03-11,2023,180043,7363,106215,8793,0.041,5,0,Weekend,101,aaja ko nari cp,mini
2023-03-12,2023,183053,7620,114389,9083,0.042,6,0,Weekend,110,aaja ko nari cp,mini
2023-03-13,2023,173441,6402,111899,7631,0.037,0,1,Weekday,0,non campaign,non-campaign
2023-03-14,2023,172098,6744,90818,8076,0.039,1,1,Weekday,1,non campaign,non-campaign
2023-03-15,2023,175151,6988,97382,8201,0.04,2,1,Weekday,10,non campaign,non-campaign
2023-03-16,2023,166844,6506,98833,7799,0.039,3,1,Weekday,11,non campaign,non-campaign
2023-03-17,2023,167661,6348,90155,7665,0.038,4,1,Weekday,100,non campaign,non-campaign
2023-03-18,2023,171420,6281,87562,7558,0.037,5,0,Weekend,101,non campaign,non-campaign
2023-03-19,2023,166693,6626,96557,7858,0.04,6,0,Weekend,110,non campaign,non-campaign
2023-03-20,2023,177923,6977,97936,8373,0.039,0,1,Weekday,0,non campaign,non-campaign
2023-03-21,2023,174021,7166,97068,8585,0.041,1,1,Weekday,1,non campaign,non-campaign
2023-03-22,2023,172071,7222,99788,8790,0.042,2,1,Weekday,10,non campaign,non-campaign
2023-03-23,2023,169342,6855,95347,8290,0.04,3,1,Weekday,11,non campaign,non-campaign
2023-03-24,2023,169296,6469,91340,7848,0.038,4,1,Weekday,100,non campaign,non-campaign
2023-03-25,2023,172803,6420,93854,7734,0.037,5,0,Weekend,101,non campaign,non-campaign
2023-03-26,2023,174254,6855,91360,8330,0.039,6,0,Weekend,110,non campaign,non-campaign
2023-03-27,2023,171242,6880,96179,8308,0.04,0,1,Weekday,0,non campaign,non-campaign
2023-03-28,2023,170859,6925,95796,8260,0.041,1,1,Weekday,1,non campaign,non-campaign
2023-03-29,2023,171872,6885,96576,8361,0.04,2,1,Weekday,10,non campaign,non-campaign
2023-03-30,2023,178407,6780,97804,8171,0.038,3,1,Weekday,11,non campaign,non-campaign
2023-03-31,2023,176441,6322,87920,7657,0.036,4,1,Weekday,100,non campaign,non-campaign
2023-04-01,2023,180348,6144,89120,7435,0.034,5,0,Weekend,101,non campaign,non-campaign
2023-04-02,2023,178103,6407,84226,7656,0.036,6,0,Weekend,110,non campaign,non-campaign
2023-04-03,2023,182811,7066,95963,8547,0.039,0,1,Weekday,0,non campaign,non-campaign
2023-04-04,2023,195857,7197,93646,8642,0.037,1,1,Weekday,1,nny countdown d1,mini
2023-04-05,2023,192973,7427,103965,9050,0.038,2,1,Weekday,10,nny countdown d2,mini
2023-04-06,2023,202323,7202,105878,8675,0.036,3,1,Weekday,11,nny countdown d3,mini
2023-04-07,2023,198811,6917,98053,8339,0.035,4,1,Weekday,100,nny countdown d4,mini
2023-04-08,2023,189405,6290,82417,7553,0.033,5,0,Weekend,101,nny countdown d5,mini
2023-04-09,2023,210417,7024,106891,8400,0.033,6,0,Weekend,110,nny countdown d6,mini
2023-04-10,2023,212148,7042,98064,8419,0.033,0,1,Weekday,0,nny countdown d7,mini
2023-04-23,2023,188508,6724,112668,8036,0.036,6,0,Weekend,110,non campaign,non-campaign
2023-04-24,2023,181255,6879,102680,8269,0.038,0,1,Weekday,0,non campaign,non-campaign
2023-04-25,2023,186454,7162,99015,8470,0.038,1,1,Weekday,1,non campaign,non-campaign
2023-04-26,2023,191139,7509,105164,8920,0.039,2,1,Weekday,10,non campaign,non-campaign
2023-04-27,2023,185557,7332,108737,8676,0.04,3,1,Weekday,11,non campaign,non-campaign
2023-04-28,2023,177651,6589,91473,7896,0.037,4,1,Weekday,100,non campaign,non-campaign
2023-04-29,2023,186246,6702,101925,8124,0.036,5,0,Weekend,101,non campaign,non-campaign
2023-04-30,2023,193114,6953,98529,8302,0.036,6,0,Weekend,110,non campaign,non-campaign
2023-05-01,2023,192394,6665,101555,7972,0.035,0,1,Weekday,0,non campaign,non-campaign
2023-05-02,2023,188754,6657,93841,7955,0.035,1,1,Weekday,1,non campaign,non-campaign
2023-05-03,2023,191486,6821,93374,8128,0.036,2,1,Weekday,10,non campaign,non-campaign
2023-05-04,2023,197392,7018,98649,8415,0.036,3,1,Weekday,11,non campaign,non-campaign
2023-05-05,2023,201508,7103,101667,8472,0.035,4,1,Weekday,100,non campaign,non-campaign
2023-05-06,2023,186783,6454,99441,7652,0.035,5,0,Weekend,101,non campaign,non-campaign
2023-05-07,2023,166425,6405,99653,7596,0.038,6,0,Weekend,110,non campaign,non-campaign
2023-05-08,2023,186993,7205,100229,8519,0.039,0,1,Weekday,0,non campaign,non-campaign
2023-05-09,2023,182417,7255,106479,8600,0.04,1,1,Weekday,1,non campaign,non-campaign
2023-05-10,2023,174030,7363,117103,8764,0.042,2,1,Weekday,10,non campaign,non-campaign
2023-05-11,2023,177780,7152,102375,8471,0.04,3,1,Weekday,11,non campaign,non-campaign
2023-05-12,2023,174385,6801,97188,8129,0.039,4,1,Weekday,100,non campaign,non-campaign
2023-05-13,2023,186551,6979,99806,8400,0.037,5,0,Weekend,101,non campaign,non-campaign
2023-05-14,2023,188016,7396,110024,8808,0.039,6,0,Weekend,110,non campaign,non-campaign
2023-05-15,2023,178424,7610,104819,9071,0.043,0,1,Weekday,0,non campaign,non-campaign
2023-05-16,2023,200933,7699,101386,9121,0.038,1,1,Weekday,1,non campaign,non-campaign
2023-05-17,2023,191116,7561,96242,8956,0.04,2,1,Weekday,10,non campaign,non-campaign
2023-05-18,2023,199767,9563,169821,11551,0.048,3,1,Weekday,11,jestha ko best'23,mini
2023-05-19,2023,189280,7801,125328,9362,0.041,4,1,Weekday,100,jestha ko best'23,mini
2023-05-20,2023,189830,7508,124148,8882,0.04,5,0,Weekend,101,jestha ko best'23,mini
2023-05-21,2023,189324,8017,126573,9536,0.042,6,0,Weekend,110,jestha ko best'23,mini
2023-05-22,2023,196536,8176,121383,9763,0.042,0,1,Weekday,0,jestha ko best'23,mini
2023-05-23,2023,204712,8247,132044,9815,0.04,1,1,Weekday,1,jestha ko best'23,mini
2023-05-24,2023,193269,8163,120415,9623,0.042,2,1,Weekday,10,jestha ko best'23,mini
2023-05-25,2023,194467,7379,98318,8786,0.038,3,1,Weekday,11,non campaign,non-campaign
2023-05-26,2023,180571,6656,87361,7882,0.037,4,1,Weekday,100,non campaign,non-campaign
2023-05-27,2023,187267,6929,94600,8227,0.037,5,0,Weekend,101,non campaign,non-campaign
2023-05-28,2023,181781,6988,97218,8282,0.038,6,0,Weekend,110,non campaign,non-campaign
2023-05-29,2023,196584,7436,101123,8863,0.038,0,1,Weekday,0,non campaign,non-campaign
2023-05-30,2023,184952,7248,100766,8500,0.039,1,1,Weekday,1,non campaign,non-campaign
2023-05-31,2023,191652,7567,106993,9040,0.039,2,1,Weekday,10,non campaign,non-campaign
2023-06-01,2023,192567,7398,110776,8826,0.038,3,1,Weekday,11,non campaign,non-campaign
2023-06-02,2023,190835,7140,113211,8486,0.037,4,1,Weekday,100,non campaign,non-campaign
2023-06-03,2023,191060,6794,106927,8047,0.036,5,0,Weekend,101,non campaign,non-campaign
2023-06-04,2023,186947,7340,108727,8743,0.039,6,0,Weekend,110,non campaign,non-campaign
2023-06-05,2023,209946,7579,109750,9015,0.036,0,1,Weekday,0,non campaign,non-campaign
2023-06-06,2023,203283,7881,112351,9355,0.039,1,1,Weekday,1,non campaign,non-campaign
2023-06-07,2023,200777,7991,113824,9537,0.04,2,1,Weekday,10,non campaign,non-campaign
2023-06-08,2023,203012,7907,110666,9356,0.039,3,1,Weekday,11,non campaign,non-campaign
2023-06-09,2023,196238,7432,112575,8890,0.038,4,1,Weekday,100,non campaign,non-campaign
2023-06-10,2023,195302,7335,109918,8683,0.038,5,0,Weekend,101,non campaign,non-campaign
2023-06-11,2023,205080,7774,114721,9232,0.038,6,0,Weekend,110,non campaign,non-campaign
2023-06-12,2023,202095,8121,115089,9671,0.04,0,1,Weekday,0,non campaign,non-campaign
2023-06-13,2023,198466,8012,118537,9615,0.04,1,1,Weekday,1,non campaign,non-campaign
2023-06-14,2023,196350,7949,109896,9490,0.04,2,1,Weekday,10,non campaign,non-campaign
2023-06-15,2023,188135,7791,111619,9279,0.041,3,1,Weekday,11,non campaign,non-campaign
2023-06-16,2023,189716,7326,105006,8743,0.039,4,1,Weekday,100,non campaign,non-campaign
2023-06-17,2023,189994,6970,97931,8262,0.037,5,0,Weekend,101,non campaign,non-campaign
2023-06-18,2023,183484,7220,107292,8644,0.039,6,0,Weekend,110,non campaign,non-campaign
2023-06-19,2023,201012,7516,105938,8855,0.037,0,1,Weekday,0,pay day teasing,teasing
2023-06-20,2023,192055,7492,104524,8897,0.039,1,1,Weekday,1,pay day teasing,teasing
2023-06-21,2023,195781,7597,97976,9019,0.039,2,1,Weekday,10,pay day teasing,teasing
2023-06-22,2023,209122,11197,206325,13842,0.054,3,1,Weekday,11,pay day live,mini
2023-06-23,2023,205077,9405,141331,11386,0.046,4,1,Weekday,100,pay day live,mini
2023-06-24,2023,198264,9216,138764,11002,0.046,5,0,Weekend,101,pay day live,mini
2023-06-25,2023,194418,9089,135968,10783,0.047,6,0,Weekend,110,pay day live,mini
2023-06-26,2023,196368,7851,107059,9326,0.04,0,1,Weekday,0,non campaign,non-campaign
2023-06-27,2023,194821,8103,114019,9638,0.042,1,1,Weekday,1,non campaign,non-campaign
2023-06-28,2023,190623,8438,110468,10308,0.044,2,1,Weekday,10,non campaign,non-campaign
2023-06-29,2023,205567,8161,105411,9826,0.04,3,1,Weekday,11,non campaign,non-campaign
2023-06-30,2023,193046,7327,100418,8809,0.038,4,1,Weekday,100,non campaign,non-campaign
2023-07-01,2023,193168,7317,96149,8904,0.038,5,0,Weekend,101,non campaign,non-campaign
2023-07-02,2023,191723,7503,103699,8912,0.039,6,0,Weekend,110,non campaign,non-campaign
2023-07-03,2023,194894,8179,116553,9721,0.042,0,1,Weekday,0,non campaign,non-campaign
2023-07-04,2023,198691,8673,115309,10453,0.044,1,1,Weekday,1,non campaign,non-campaign
2023-07-05,2023,192424,8294,109766,10053,0.043,2,1,Weekday,10,non campaign,non-campaign
2023-07-06,2023,164266,7750,108479,9385,0.047,3,1,Weekday,11,non campaign,non-campaign
2023-07-07,2023,198541,7906,109503,9565,0.04,4,1,Weekday,100,non campaign,non-campaign
2023-07-08,2023,201958,7977,109490,9668,0.039,5,0,Weekend,101,non campaign,non-campaign
2023-07-09,2023,198297,8210,111387,9832,0.041,6,0,Weekend,110,non campaign,non-campaign
2023-07-10,2023,198758,8622,119184,10338,0.043,0,1,Weekday,0,non campaign,non-campaign
2023-07-11,2023,204262,8867,121106,10653,0.043,1,1,Weekday,1,non campaign,non-campaign
2023-07-12,2023,198583,8373,117551,10169,0.042,2,1,Weekday,10,non campaign,non-campaign
2023-07-13,2023,207079,8573,116243,10348,0.041,3,1,Weekday,11,mbb teasing,teasing
2023-07-14,2023,192334,7885,107811,9528,0.041,4,1,Weekday,100,mbb teasing,teasing
2023-07-15,2023,201904,7686,105094,9246,0.038,5,0,Weekend,101,mbb teasing,teasing
2023-07-16,2023,199496,7735,100957,9285,0.039,6,0,Weekend,110,mbb teasing,teasing
2023-07-17,2023,206668,8186,110548,9828,0.04,0,1,Weekday,0,mbb teasing,teasing
2023-07-18,2023,211762,8793,112654,10587,0.042,1,1,Weekday,1,mbb teasing,teasing
2023-07-19,2023,207125,8520,116024,10167,0.041,2,1,Weekday,10,mbb teasing,teasing
2023-07-31,2023,209833,8527,124836,10243,0.041,0,1,Weekday,0,non campaign,non-campaign
2023-08-01,2023,211130,8777,121565,10408,0.042,1,1,Weekday,1,non campaign,non-campaign
2023-08-02,2023,214472,9292,125415,11121,0.043,2,1,Weekday,10,non campaign,non-campaign
2023-08-03,2023,208972,8841,117873,10644,0.042,3,1,Weekday,11,non campaign,non-campaign
2023-08-04,2023,208616,7882,112447,9407,0.038,4,1,Weekday,100,non campaign,non-campaign
2023-08-05,2023,208115,7920,104163,9386,0.038,5,0,Weekend,101,non campaign,non-campaign
2023-08-06,2023,207479,8442,112688,9985,0.041,6,0,Weekend,110,non campaign,non-campaign
2023-08-07,2023,215329,8712,116199,10330,0.04,0,1,Weekday,0,non campaign,non-campaign
2023-08-08,2023,219251,9442,136389,11245,0.043,1,1,Weekday,1,non campaign,non-campaign
2023-08-09,2023,210966,8812,118234,10537,0.042,2,1,Weekday,10,non campaign,non-campaign
2023-08-10,2023,212959,8375,104309,9942,0.039,3,1,Weekday,11,non campaign,non-campaign
2023-08-11,2023,209919,8249,116296,9796,0.039,4,1,Weekday,100,non campaign,non-campaign
2023-08-12,2023,213858,8194,118310,9759,0.038,5,0,Weekend,101,non campaign,non-campaign
2023-08-13,2023,217013,8533,118464,10130,0.039,6,0,Weekend,110,non campaign,non-campaign
2023-08-14,2023,207320,8335,115201,9870,0.04,0,1,Weekday,0,non campaign,non-campaign
2023-08-15,2023,208601,9119,125830,10975,0.044,1,1,Weekday,1,non campaign,non-campaign
2023-08-16,2023,209184,8883,111809,10602,0.042,2,1,Weekday,10,non campaign,non-campaign
2023-08-17,2023,208593,8818,118221,10510,0.042,3,1,Weekday,11,non campaign,non-campaign
2023-08-18,2023,208037,8153,106945,9768,0.039,4,1,Weekday,100,non campaign,non-campaign
2023-08-19,2023,210176,8114,103039,9740,0.039,5,0,Weekend,101,non campaign,non-campaign
2023-08-20,2023,209993,8518,110031,10201,0.041,6,0,Weekend,110,non campaign,non-campaign
2023-08-21,2023,212682,8289,106126,9820,0.039,0,1,Weekday,0,pd teasing,teasing
2023-08-22,2023,211964,8399,107246,9974,0.04,1,1,Weekday,1,pd teasing,teasing
